root_id,region,flow,super_class,cell_class,cell_type,side
805651,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A050,R
805652,T2,intrinsic,interneuron,BI|premotor_candidate,IN08A011,L
805653,T3,intrinsic,interneuron,CR|premotor_candidate,IN13B031,L
805662,T2,intrinsic,interneuron,premotor_candidate,IN19B090,R
805663,T2,intrinsic,interneuron,BR|premotor_candidate,IN03B053,L
805667,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A024,L
805670,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B083_b,R
805672,T1,intrinsic,interneuron,BI|premotor_candidate,IN11A021,R
805673,T3,intrinsic,interneuron,BA|premotor_candidate,AN19B046,R
805674,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A010,R
805682,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B058,L
805684,T2,intrinsic,interneuron,premotor_candidate,IN03A052,R
805686,T1,intrinsic,interneuron,BR|premotor_candidate,IN12B020,R
805688,T3,intrinsic,interneuron,BR|premotor_candidate,IN04B032,R
805689,T1,intrinsic,interneuron,IR|premotor_candidate,IN02A033,L
805690,T3,efferent,motor,ad,MNad26,R
805698,T3,intrinsic,interneuron,IR|premotor_candidate,IN09A021,R
805699,T1,intrinsic,interneuron,IR|premotor_candidate,IN08A036,R
805701,T2,intrinsic,interneuron,premotor_candidate,IN03B072,L
805702,T1,intrinsic,interneuron,premotor_candidate,IN03B080,L
805703,T2,intrinsic,interneuron,II|premotor_candidate,IN19A027,R
805709,T2,intrinsic,interneuron,premotor_candidate,"IN19B045, IN19B052",L
805710,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A027,L
805711,T2,intrinsic,interneuron,BR|premotor_candidate,IN04B018,R
805719,T2,intrinsic,interneuron,II|premotor_candidate,IN17A049,L
805723,T2,intrinsic,interneuron,CR|premotor_candidate,IN01A056,R
805727,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A045,R
805728,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A022,L
805734,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A071,L
805737,T2,intrinsic,interneuron,premotor_candidate,IN08B083_d,L
805738,T2,intrinsic,interneuron,premotor_candidate,IN08B087,L
805741,T1,efferent,motor,fl,Tergotr. MN,L
805744,T2,intrinsic,interneuron,premotor_candidate,vMS11,R
805745,T1,efferent,motor,fl,Tergopleural/Pleural promotor MN,R
805748,T3,intrinsic,interneuron,IR|premotor_candidate,IN08A024,L
805750,T1,intrinsic,interneuron,BI|premotor_candidate,vPR6,L
805755,T1,intrinsic,interneuron,BI|premotor_candidate,IN01A075,L
805767,T3,intrinsic,interneuron,premotor_candidate,IN03A059,L
805779,T2,intrinsic,interneuron,BI|premotor_candidate,IN08A011,L
805781,T2,intrinsic,interneuron,BI|premotor_candidate,IN11A028,L
805787,T1,intrinsic,interneuron,IR|premotor_candidate,IN08A036,L
805791,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B037,L
805795,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A026_c,L
805798,T3,intrinsic,interneuron,premotor_candidate,IN04B074,R
805800,T1,intrinsic,interneuron,BI|premotor_candidate,IN06A039,R
805803,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B047,L
805804,T2,intrinsic,interneuron,BI|premotor_candidate,IN03B058,R
805807,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A073,R
805809,T3,intrinsic,interneuron,premotor_candidate,AN07B085,L
805813,T2,intrinsic,interneuron,premotor_candidate,IN07B048,L
805815,T3,intrinsic,interneuron,premotor_candidate,IN08B108,L
805819,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B087,R
805822,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A065,L
805823,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A040,R
805825,T2,intrinsic,interneuron,premotor_candidate,IN08B083_d,R
805826,T1,intrinsic,interneuron,IR|premotor_candidate,IN16B075,L
805830,T1,intrinsic,interneuron,IR|premotor_candidate,IN03A084,L
805831,T2,intrinsic,interneuron,BR|premotor_candidate,IN04B036,L
805832,T1,intrinsic,interneuron,BI|premotor_candidate,IN11A048,L
805836,T2,intrinsic,interneuron,BR|premotor_candidate,IN02A015,L
805837,T2,intrinsic,interneuron,II|premotor_candidate,IN17A064,L
805839,T2,intrinsic,interneuron,premotor_candidate,"IN17A113,IN17A119",L
805840,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A024,L
805841,T1,intrinsic,interneuron,BR|premotor_candidate,IN01A040,R
805847,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B037,R
805848,T2,intrinsic,interneuron,BI|premotor_candidate,IN19B066,L
805849,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B085_a,L
805852,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A075,L
805855,T1,intrinsic,interneuron,IR|premotor_candidate,IN13A020,R
805856,T3,intrinsic,interneuron,premotor_candidate,IN08B065,L
805857,T1,intrinsic,interneuron,premotor_candidate,IN20A.22A039,L
805862,T2,intrinsic,interneuron,premotor_candidate,dMS2,R
805867,T1,intrinsic,interneuron,premotor_candidate,IN08A021,R
805870,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B040,R
805872,T1,intrinsic,interneuron,premotor_candidate,IN20A.22A039,R
805873,T1,intrinsic,interneuron,premotor_candidate,IN03A066,R
805880,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A047,L
805884,T2,intrinsic,interneuron,II|premotor_candidate,IN03B060,R
805889,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A051,R
805893,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A040,L
805896,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A038,L
805897,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A030,R
805898,T3,intrinsic,interneuron,BI|premotor_candidate,IN11B013,L
805899,T2,intrinsic,interneuron,premotor_candidate,dMS2,L
805903,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B058,R
805904,T3,intrinsic,interneuron,CI|premotor_candidate,IN06B047,L
805905,T3,intrinsic,interneuron,premotor_candidate,IN03A064,L
805906,T1,intrinsic,interneuron,BR|premotor_candidate,IN01A040,R
805908,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A070,L
805910,T2,intrinsic,interneuron,IR|premotor_candidate,IN16B073,R
805911,T2,intrinsic,interneuron,IR|premotor_candidate,IN09A021,L
805918,T3,intrinsic,interneuron,premotor_candidate,IN03A048,R
805925,T2,intrinsic,interneuron,BR|premotor_candidate,IN12B023,R
805926,T2,intrinsic,interneuron,BI|premotor_candidate,IN19B043,L
805927,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A044,R
805933,T3,intrinsic,interneuron,premotor_candidate,IN07B098,R
805934,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A043_a,L
805936,T3,intrinsic,interneuron,IR|premotor_candidate,IN08A024,R
805940,T3,intrinsic,interneuron,premotor_candidate,IN04B076,R
805942,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A053,L
805943,T1,intrinsic,interneuron,BI|premotor_candidate,IN06A034,R
805945,T1,intrinsic,interneuron,BI|premotor_candidate,vPR6,L
805946,T1,intrinsic,interneuron,premotor_candidate,IN11A021,R
805952,T2,intrinsic,interneuron,BR|premotor_candidate,IN04B018,L
805953,T1,intrinsic,interneuron,CR|premotor_candidate,IN12B031,R
805954,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B044,L
805961,T3,intrinsic,interneuron,BR|premotor_candidate,IN12B030,L
805962,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B061,R
805964,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B077,L
805965,T3,intrinsic,interneuron,premotor_candidate,IN04B076,L
805966,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B068,L
805968,T3,intrinsic,interneuron,BR|premotor_candidate,IN04B032,R
805969,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B025,L
805971,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A036,R
805972,T1,intrinsic,interneuron,IR|premotor_candidate,INXXX321,R
805977,T2,intrinsic,interneuron,premotor_candidate,vMS11,R
805984,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A075,L
805988,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B049_c,L
805991,T2,intrinsic,interneuron,IR|premotor_candidate,IN16B075_e,L
805994,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B055,L
805997,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A053,L
806003,T2,intrinsic,interneuron,premotor_candidate,IN07B073_a,L
806004,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A034,L
806009,T2,intrinsic,interneuron,IR|premotor_candidate,IN16B075_g,R
806015,T3,intrinsic,interneuron,CR|premotor_candidate,IN12B025,R
806017,T2,intrinsic,interneuron,premotor_candidate,IN08A019,R
806021,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B102,L
806025,T1,intrinsic,interneuron,IR|premotor_candidate,IN16B083,R
806028,T3,intrinsic,interneuron,BI|premotor_candidate,IN06A069,L
806029,T3,intrinsic,interneuron,premotor_candidate,IN03A064,R
806030,T1,intrinsic,interneuron,IR|premotor_candidate,IN16B080,L
806036,T1,intrinsic,interneuron,premotor_candidate,IN04B013,L
806046,T2,intrinsic,interneuron,II|premotor_candidate,IN17A033,R
806049,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B093,L
806050,T2,intrinsic,interneuron,II|premotor_candidate,IN03B049,R
806052,T2,intrinsic,interneuron,BI|premotor_candidate,IN19B041,R
806054,T3,intrinsic,interneuron,BR|premotor_candidate,IN03A068,R
806056,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B085_a,R
806058,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A037,L
806060,T1,intrinsic,interneuron,BI|premotor_candidate,IN03B037,L
806062,T3,intrinsic,interneuron,BR|premotor_candidate,IN06A036,R
806072,T3,intrinsic,interneuron,II|premotor_candidate,IN03B049,L
806074,T2,intrinsic,interneuron,premotor_candidate,IN04B077,L
806083,T2,intrinsic,interneuron,premotor_candidate,dMS2,L
806088,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A043_a,R
806089,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A038,R
806090,T2,intrinsic,interneuron,premotor_candidate,IN04B017,R
806095,T2,intrinsic,interneuron,II|premotor_candidate,IN12A054,L
806098,T3,intrinsic,interneuron,BI|premotor_candidate,IN11B013,L
806106,T2,intrinsic,interneuron,BR|premotor_candidate,IN19B067,R
806108,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B100,L
806112,T2,intrinsic,interneuron,II|premotor_candidate,IN17A064,L
806116,T2,intrinsic,interneuron,premotor_candidate,IN11A031,L
806119,T2,intrinsic,interneuron,premotor_candidate,"IN17A088, IN17A089",L
806121,T3,intrinsic,interneuron,BR|premotor_candidate,IN12B030,R
806126,T3,intrinsic,interneuron,BI|premotor_candidate,IN06B033,L
806135,T2,intrinsic,interneuron,premotor_candidate,IN12B025,R
806137,T3,intrinsic,interneuron,premotor_candidate,IN17A061,L
806138,T1,intrinsic,interneuron,BI|premotor_candidate,IN03B057,L
806141,T3,intrinsic,interneuron,premotor_candidate,IN03A068,R
806154,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B094,L
806162,T3,intrinsic,interneuron,BR|premotor_candidate,IN04B032,R
806164,T2,intrinsic,interneuron,CR|premotor_candidate,IN01A056,L
806165,T2,intrinsic,interneuron,BI|premotor_candidate,IN19B069,R
806170,T1,intrinsic,interneuron,BR|premotor_candidate,IN12B024_a,R
806173,T2,intrinsic,interneuron,BI|premotor_candidate,IN11A035,R
806174,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B074,L
806176,T1,intrinsic,interneuron,premotor_candidate,IN03A039,L
806179,T1,intrinsic,interneuron,IR|premotor_candidate,IN13A051,L
806180,T3,intrinsic,interneuron,CR|premotor_candidate,IN12B034,R
806186,T2,intrinsic,interneuron,BI|premotor_candidate,vMS11,R
806188,T2,intrinsic,interneuron,IR|premotor_candidate,IN16B074,L
806191,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A019,L
806195,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B068,R
806197,T2,intrinsic,interneuron,premotor_candidate,IN07B073_b,L
806203,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B077,L
806204,T2,efferent,motor,ml,Tergotr. MN,R
806207,T2,intrinsic,interneuron,premotor_candidate,dMS2,L
806209,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A023,R
806218,T2,intrinsic,interneuron,II|premotor_candidate,IN11A003,R
806219,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B031,L
806220,T1,intrinsic,interneuron,BR|premotor_candidate,IN04B085,R
806221,T1,intrinsic,interneuron,IR|premotor_candidate,IN03A073,R
806225,T1,intrinsic,interneuron,premotor_candidate,IN20A.22A036,L
806233,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B054,L
806235,T1,intrinsic,interneuron,BI|premotor_candidate,vPR6,R
806240,T1,intrinsic,interneuron,BR|premotor_candidate,IN01A047,R
806241,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B069,L
806242,T1,intrinsic,interneuron,premotor_candidate,IN11A036,L
806245,T3,intrinsic,interneuron,CI|premotor_candidate,IN06B047,R
806246,T1,intrinsic,interneuron,BI|premotor_candidate,vPR6,R
806248,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B061,R
806255,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B081,L
806262,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A024,R
806266,T1,intrinsic,interneuron,IR|premotor_candidate,IN17A044,R
806267,T2,intrinsic,interneuron,premotor_candidate,IN07B073_b,R
806268,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A077,L
806270,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B104,L
806274,T1,intrinsic,interneuron,IR|premotor_candidate,IN03A054,L
806276,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A055,R
806277,T2,intrinsic,interneuron,premotor_candidate,IN08B051_d,L
806278,T3,intrinsic,interneuron,BR|premotor_candidate,IN06A051,L
806279,T1,intrinsic,interneuron,BI|premotor_candidate,TN1a_c,L
806286,T3,intrinsic,interneuron,BI|premotor_candidate,IN06A050,L
806289,T2,intrinsic,interneuron,II|premotor_candidate,IN16B079,R
806300,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B038,R
806303,T3,intrinsic,interneuron,II|premotor_candidate,IN03B056,L
806304,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B081,R
806307,T3,intrinsic,interneuron,IR|premotor_candidate,IN16B093,R
806322,T2,intrinsic,interneuron,BI|premotor_candidate,vMS12_e,R
806325,T1,intrinsic,interneuron,premotor_candidate,IN08A034,L
806329,T2,intrinsic,interneuron,IR|premotor_candidate,IN21A038,L
806333,T3,intrinsic,interneuron,BR|premotor_candidate,IN07B067,L
806334,T2,intrinsic,interneuron,II|premotor_candidate,IN17A093,L
806335,T3,intrinsic,interneuron,BI|premotor_candidate,IN11B013,R
806338,T2,intrinsic,interneuron,CR|premotor_candidate,IN12B030,R
806341,T1,intrinsic,interneuron,premotor_candidate,IN03A065,R
806344,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A037,R
806349,T3,intrinsic,interneuron,II|premotor_candidate,IN17A098,R
806350,T3,intrinsic,interneuron,BI|premotor_candidate,IN06B033,R
806356,T3,intrinsic,interneuron,premotor_candidate,IN04B063,R
806360,T2,intrinsic,interneuron,premotor_candidate,IN06B055,R
806368,T1,intrinsic,interneuron,premotor_candidate,IN04B031,L
806370,T1,intrinsic,interneuron,BR|premotor_candidate,IN01A038,L
806377,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A070,R
806379,T2,intrinsic,interneuron,premotor_candidate,"IN17A080,IN17A083",L
806380,T3,intrinsic,interneuron,CI|premotor_candidate,IN06B040,L
806382,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A040,R
806387,T2,intrinsic,interneuron,BR|premotor_candidate,IN12B040,R
806390,T3,intrinsic,interneuron,premotor_candidate,IN04B076,R
806392,T2,intrinsic,interneuron,BR|premotor_candidate,IN03A058,L
806393,T2,intrinsic,interneuron,BI|premotor_candidate,IN03B053,R
806396,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B055,R
806400,T2,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A042,L
806401,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B078,R
806403,T1,efferent,motor,nm,MNnm14,R
806406,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A060,R
806411,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B100,R
806412,T1,intrinsic,interneuron,BR|premotor_candidate,IN16B070,R
806416,T1,intrinsic,interneuron,BR|premotor_candidate,IN04B013,L
806417,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B062,R
806421,T2,intrinsic,interneuron,premotor_candidate,IN19B056,R
806422,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A073,L
806423,T2,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A016,L
806424,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A040,R
806425,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A045,L
806426,T3,intrinsic,interneuron,premotor_candidate,IN08A019,R
806430,T3,intrinsic,interneuron,BI|premotor_candidate,IN07B033,L
806431,T2,intrinsic,interneuron,premotor_candidate,IN12A044,L
806434,T1,intrinsic,interneuron,BR|premotor_candidate,IN12B024_b,R
806435,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B044,L
806436,T2,intrinsic,interneuron,BI|premotor_candidate,IN08A011,R
806440,T3,intrinsic,interneuron,BI|premotor_candidate,IN18B038,R
806442,T3,intrinsic,interneuron,CR|premotor_candidate,IN13B041,R
806444,T2,intrinsic,interneuron,premotor_candidate,IN04B077,L
806445,T3,intrinsic,interneuron,CR|premotor_candidate,IN13B048,L
806446,T2,intrinsic,interneuron,II|premotor_candidate,IN17A099,R
806455,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A068,L
806463,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A018,R
806464,T2,intrinsic,interneuron,premotor_candidate,IN08B087,L
806465,T2,intrinsic,interneuron,II|premotor_candidate,IN17A099,L
806468,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A048,R
806469,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A071,L
806474,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B074,R
806475,T2,intrinsic,interneuron,II|premotor_candidate,IN09A064,R
806478,T1,intrinsic,interneuron,BI|premotor_candidate,IN03B065,R
806481,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B047,R
806486,T1,intrinsic,interneuron,premotor_candidate,IN03A046,L
806487,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A053_c,R
806489,T1,efferent,motor,nm,MNnm14,L
806490,T3,intrinsic,interneuron,BR|premotor_candidate,IN01A057,R
806493,T3,intrinsic,interneuron,BI|premotor_candidate,IN06B053,R
806500,T2,intrinsic,interneuron,IR|premotor_candidate,dMS2,R
806503,T2,intrinsic,interneuron,premotor_candidate,IN03A032,R
806504,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B083_c,R
806507,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A026,R
806513,T2,intrinsic,interneuron,BR|premotor_candidate,IN19B067,L
806516,T1,intrinsic,interneuron,premotor_candidate,IN03A069,R
806519,T3,intrinsic,interneuron,premotor_candidate,IN06B038,R
806522,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B073_c,R
806523,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A071,L
806524,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A025,R
806525,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A054,R
806528,T2,intrinsic,interneuron,premotor_candidate,IN04B077,L
806533,T1,intrinsic,interneuron,premotor_candidate,IN06A059,R
806536,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B044,L
806537,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A065,L
806549,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A044,L
806550,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A046,L
806552,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A054,L
806554,T2,intrinsic,interneuron,premotor_candidate,IN08B078,R
806555,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B058,R
806557,T2,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A042,L
806558,T1,intrinsic,interneuron,BI|premotor_candidate,IN06A102,L
806562,T3,intrinsic,interneuron,IR|premotor_candidate,IN16B074,L
806570,T1,intrinsic,interneuron,BR|premotor_candidate,IN12B030,R
806578,T3,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A023,R
806580,T3,intrinsic,interneuron,premotor_candidate,IN13A053,L
806582,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B078,L
806583,T2,intrinsic,interneuron,premotor_candidate,IN07B048,R
806584,T1,intrinsic,interneuron,premotor_candidate,IN03A075,L
806586,T1,intrinsic,interneuron,II|premotor_candidate,IN02A029,R
806587,T2,intrinsic,interneuron,premotor_candidate,IN07B058,L
806588,T2,intrinsic,interneuron,BR|premotor_candidate,IN19B075,L
806598,T3,intrinsic,interneuron,BR|premotor_candidate,IN04B048,R
806599,T1,efferent,motor,fl,Acc. ti flexor MN,L
806600,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B044,R
806602,T2,intrinsic,interneuron,premotor_candidate,IN12B046,R
806605,T1,intrinsic,interneuron,BR|premotor_candidate,IN16B061,L
806608,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A058,L
806613,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B053,L
806619,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B043,L
806623,T2,intrinsic,interneuron,II|premotor_candidate,dMS2,R
806631,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A058,L
806633,T2,intrinsic,interneuron,premotor_candidate,IN04B046,R
806638,T1,intrinsic,interneuron,BR|premotor_candidate,IN03B078,L
806639,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A009,R
806647,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A092,R
806650,T3,intrinsic,interneuron,premotor_candidate,IN08A047,L
806655,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A058,R
806657,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A052,L
806660,T2,intrinsic,interneuron,premotor_candidate,IN08B040,R
806661,T1,intrinsic,interneuron,BR|premotor_candidate,IN20A.22A012,L
806663,T1,intrinsic,interneuron,II|premotor_candidate,IN16B037,R
806664,T3,intrinsic,interneuron,IR|premotor_candidate,IN04B062,L
806667,T2,intrinsic,interneuron,BI|premotor_candidate,IN04A002,R
806668,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B084,R
806669,T3,intrinsic,interneuron,premotor_candidate,IN08A035,R
806673,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B072,R
806674,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A071,R
806677,T2,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A046,L
806678,T3,intrinsic,interneuron,BR|premotor_candidate,IN06A036,L
806682,T2,intrinsic,interneuron,BR|premotor_candidate,IN04B035,R
806684,T3,intrinsic,interneuron,premotor_candidate,IN04B063,R
806685,T3,intrinsic,interneuron,IR|premotor_candidate,IN13A052,R
806686,T2,intrinsic,interneuron,II|premotor_candidate,IN17A064,R
806690,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B058,L
806691,T2,intrinsic,interneuron,premotor_candidate,IN08B083_a,L
806699,T3,intrinsic,interneuron,IR|premotor_candidate,IN08A028,L
806701,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A037,R
806702,T1,intrinsic,interneuron,BI|premotor_candidate,IN12A053_a,L
806705,T1,intrinsic,interneuron,BI|premotor_candidate,IN06A067_a,R
806708,T2,intrinsic,interneuron,BI|premotor_candidate,IN11A021,L
806710,T2,intrinsic,interneuron,BI|premotor_candidate,IN18B045_c,L
806711,T1,intrinsic,interneuron,BI|premotor_candidate,IN06A047,R
806712,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B058,R
806715,T1,intrinsic,interneuron,IR|premotor_candidate,IN03A066,L
806716,T1,intrinsic,interneuron,CR|premotor_candidate,IN12B027,L
806726,T3,intrinsic,interneuron,IR|premotor_candidate,IN08A037,L
806727,T3,intrinsic,interneuron,IR|premotor_candidate,IN21A037,R
806735,T2,intrinsic,interneuron,IR|premotor_candidate,IN21A080,L
806737,T2,intrinsic,interneuron,II|premotor_candidate,IN13A022,L
806738,T3,intrinsic,interneuron,premotor_candidate,IN20A.22A039,L
806743,T3,intrinsic,interneuron,premotor_candidate,IN04B076,L
806748,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B076,R
806752,T2,intrinsic,interneuron,premotor_candidate,IN03B046,R
806755,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A049,L
806758,T2,intrinsic,interneuron,premotor_candidate,IN03B058,L
806759,T1,intrinsic,interneuron,IR|premotor_candidate,IN03A046,L
806760,T2,intrinsic,interneuron,IR|premotor_candidate,IN20A.22A039,R
806762,T1,intrinsic,interneuron,IR|premotor_candidate,IN16B064,L
806763,T3,intrinsic,interneuron,IR|premotor_candidate,IN03A078,L
806769,T2,intrinsic,interneuron,IR|premotor_candidate,IN04B102,R
806776,T3,intrinsic,interneuron,IR|premotor_candidate,IN03B079,R
806781,T1,intrinsic,interneuron,BR|premotor_candidate,IN04B086,L
806785,T2,intrinsic,interneuron,IR|premotor_candidate,IN13A054,L
806787,T2,intrinsic,interneuron,BI|premotor_candidate,IN08B051_c,L
806788,T2,intrinsic,interneuron,premotor_candidate,IN19B056,R
806795,T2,intrinsic,interneuron,II|premotor_candidate,IN13A022,L
806797,T2,intrinsic,interneuron,II|premotor_candidate,IN17A057,R
806798,T2,intrinsic,interneuron,premotor_candidate,IN08B087,R
806799,T2,intrinsic,interneuron,BI|premotor_candidate,IN01A073,R
806804,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A078,L
806805,T3,intrinsic,interneuron,IR|premotor_candidate,IN21A038,R
806810,T1,intrinsic,interneuron,IR|premotor_candidate,IN04B081,L
806815,T1,intrinsic,interneuron,BR|premotor_candidate,IN04B073,L
806816,T2,intrinsic,interneuron,II|premotor_candidate,IN11A037_a,L
806818,T2,intrinsic,interneuron,premotor_candidate,IN04B077,L
806820,T3,intrinsic,interneuron,IR|premotor_candidate,IN21A049,L
806821,T3,intrinsic,interneuron,BI|premotor_candidate,IN08B008,L
806822,T1,intrinsic,interneuron,premotor_candidate,IN04B102,L
806828,T2,intrinsic,interneuron,BR|premotor_candidate,IN04B036,L
806830,T1,intrinsic,interneuron,premotor_candidate,IN04B102,L
806831,T2,intrinsic,interneuron,BI|premotor_candidate,IN07B073_c,L
806838,T3,intrinsic,interneuron,premotor_candidate,IN08B088,L
806839,T2,intrinsic,interneuron,BI|premotor_candidate,IN06A085,R
806840,T2,intrinsic,interneuron,CR|premotor_candidate,IN12B034,R
806842,T3,intrinsic,interneuron,BR|premotor_candidate,IN07B067,R
806844,T2,intrinsic,interneuron,BI|premotor_candidate,IN06B043,R
806849,T1,intrinsic,interneuron,IR|premotor_candidate,IN16B038,R
806855,T2,intrinsic,interneuron,CR|premotor_candidate,IN13B033,L
806861,T2,intrinsic,interneuron,BI|premotor_candidate,IN19B045,R
806862,T2,intrinsic,interneuron,IR|premotor_candidate,IN03A081,L
806864,T2,intrinsic,interneuron,II|premotor_candidate,IN17A056,R
806865,T2,intrinsic,interneuron,premotor_candidate,IN20A.22A030,R
